Item,Location Name,County,Address,City,Phone,Details,Website,
Microwaves,"TNT Auto Recycling, Inc.",Luzerne, 7601 Blue Ridge Trail, Wapwallopen,570-868-4030,White Goods,,
Mobile Phones,Best Buy,Luzerne,449 Arena Hub Plaza,Wilkes Barre,570-819-0719,"computers, fax machines, printers, scanners, keyboards, mice, typewriters, video games, cell phones, VCRÕs, VHS tapes, CDÕs, batteries (rechargeable), radios, cassette players. 3 items per day",http://www.luzernecounty.org/county/departments_agencies/solid_waste_management/special_collections_schedule,
Paper,All In Shreds,Luzerne, 1001 E 9th St, Hazleton,1-800-891-4410,"Corrugated Containers, Office Papers",,
Paper,Bielecki's Scrap and Recycling,Luzerne, 640 N Pennsylvania Ave, Wilkes Barre,570-822-2002,"Corrugated Containers, Magazines, Newspapers, Phone Books, Office Paper, White Ledger ",,
Paper,Brenner Recycling,Luzerne, 282 S Wyoming St, Hazleton,570-454-8706,"Corrugated Containers, Newspapers ",www.brennerrecycling.com ,
Paper,"Concord Plastics, Inc.",Luzerne, 225 Jaycee Dr, West Hazleton,570-453-0803,"Boxboard, Brown Bags/Sacks, Colored Ledger, Corrugated Containers, Magazines, Office Paper, Newspaper, Books, Phone Books, Office Paper",www.concordplasticsinc.com ,
Paper,"J. P. Mascaro & Sons, Inc.",Luzerne, 871 E Main St, Nanticoke,570-735-0664,"Corrugated Containers, Office Papers, Newspapers ",www.jpmascaro.com ,
Paper,"Louis Cohen & Son, Inc.",Luzerne, 9 Fellows Ave, Wilkes Barre,570-823-0113,"Corrugated Containers, Office Paper, Newspaper, Other Paper, Mixed Paper, White Ledger",,
Paper,"Municipal Recovery, Inc.",Luzerne, 495 Stanton St, Wilkes Barre,570-829-3231,"Corrugated Containers, Cardboard Cores, Magazines, Office Paper, Newspaper",www.solomoncontainer.com ,
Paper,Northeast Cartage and Recycling Solutions,Luzerne, 50 Breaker Rd, Hanover Twp,570-270-0301,"Corrugated Containers, Juice Boxes, Magazines, Newspapers, Junk Mail, Office Paper, Phone Books, Poly-Coated Cartons",www.northeastcartage.com ,
Paper,Paradise Recycling,Luzerne, 25 Kiwanis Blvd, Hazleton,570-459-1306,"Corrugated Containers, Magazines, Newspapers, Catalogs, Phone Books, Sorted Office Paper",,
Paper,"Waste Reduction, Recycling, & Transfer, Inc.",Luzerne, 2100 Sans Souci Pkwy, Wilkes Barre,570-825-3522,"Corrugated Containers, Cardboard Cores, Sorted Office Paper",www.nepawaste.com,
Phone Books,All In Shreds,Luzerne, 1001 E 9th St, Hazleton,1-800-891-4410,"Corrugated Containers, Office Papers",,
Phone Books,Bielecki's Scrap and Recycling,Luzerne, 640 N Pennsylvania Ave, Wilkes Barre,570-822-2002,"Corrugated Containers, Magazines, Newspapers, Phone Books, Office Paper, White Ledger ",,
Phone Books,Brenner Recycling,Luzerne, 282 S Wyoming St, Hazleton,570-454-8706,"Corrugated Containers, Newspapers ",www.brennerrecycling.com ,
Phone Books,"Concord Plastics, Inc.",Luzerne, 225 Jaycee Dr, West Hazleton,570-453-0803,"Boxboard, Brown Bags/Sacks, Colored Ledger, Corrugated Containers, Magazines, Office Paper, Newspaper, Books, Phone Books, Office Paper",www.concordplasticsinc.com ,
Phone Books,"J. P. Mascaro & Sons, Inc.",Luzerne, 871 E Main St, Nanticoke,570-735-0664,"Corrugated Containers, Office Papers, Newspapers ",www.jpmascaro.com ,
Phone Books,"Louis Cohen & Son, Inc.",Luzerne, 9 Fellows Ave, Wilkes Barre,570-823-0113,"Corrugated Containers, Office Paper, Newspaper, Other Paper, Mixed Paper, White Ledger",,
Phone Books,"Municipal Recovery, Inc.",Luzerne, 495 Stanton St, Wilkes Barre,570-829-3231,"Corrugated Containers, Cardboard Cores, Magazines, Office Paper, Newspaper",www.solomoncontainer.com ,
Phone Books,Northeast Cartage and Recycling Solutions,Luzerne, 50 Breaker Rd, Hanover Twp,570-270-0301,"Corrugated Containers, Juice Boxes, Magazines, Newspapers, Junk Mail, Office Paper, Phone Books, Poly-Coated Cartons",www.northeastcartage.com ,
Phone Books,Paradise Recycling,Luzerne, 25 Kiwanis Blvd, Hazleton,570-459-1306,"Corrugated Containers, Magazines, Newspapers, Catalogs, Phone Books, Sorted Office Paper",,
Phone Books,"Waste Reduction, Recycling, & Transfer, Inc.",Luzerne, 2100 Sans Souci Pkwy, Wilkes Barre,570-825-3522,"Corrugated Containers, Cardboard Cores, Sorted Office Paper",www.nepawaste.com,
Phones,Best Buy,Luzerne,449 Arena Hub Plaza,Wilkes Barre,570-819-0719,"computers, fax machines, printers, scanners, keyboards, mice, typewriters, video games, cell phones, VCRÕs, VHS tapes, CDÕs, batteries (rechargeable), radios, cassette players. 3 items per day",http://www.luzernecounty.org/county/departments_agencies/solid_waste_management/special_collections_schedule,
Plastic,"Concord Plastics, Inc.",Luzerne, 225 Jaycee Dr, West Hazleton,570-453-0803,"Plastic Drums, HDPE, LDPE, PET, Plastic Films, Agricultural Plastics/Hard Plastics, PP, PS, PVC, Other Plastics",www.concordplasticsinc.com ,
Plastic,"J. P. Mascaro & Sons, Inc.",Luzerne, 871 E Main St, Nanticoke,570-735-0664,"HDPE, PET",www.jpmascaro.com ,
Plastic,"Municipal Recovery, Inc.",Luzerne, 495 Stanton St, Wilkes Barre,570-829-3231,"HDPE, PET",www.solomoncontainer.com ,
Plastic,Northeast Cartage and Recycling Solutions,Luzerne, 50 Breaker Rd, Hanover Twp,570-270-0301,"HDPE, LDPE, PET, PP, PS, PVC",www.northeastcartage.com ,
Plastic,Paradise Recycling,Luzerne, 25 Kiwanis Blvd, Hazleton,570-459-1306,"LDPE, Shrink Wrap",,
Plastic,"PGA, Inc.",Luzerne, 185 E South St, Freeland,570-636-2200,"HDPE, LDPE, PET, ABS, Nylon, Acrylic, MDPE, HMW, PVC (*All Post-Industrial Only*)",www.pga-inc.net,
Plastic,"Waste Reduction, Recycling, & Transfer, Inc.",Luzerne, 2100 Sans Souci Pkwy, Wilkes Barre,570-825-3522,LDPE Shrink Wrap ,www.nepawaste.com,
Plastic,ANTHRACITE RECYCLING,Luzerne,900 South 5th Avenue,Scranton,570-342-0666,"PS-White Polystyrene, LD-Film, Stretch Wrap & Plastic bags",,
Polystyrene,ANTHRACITE RECYCLING,Luzerne,900 South 5th Avenue,Scranton,570-342-0666,"PS-White Polystyrene, LD-Film, Stretch Wrap & Plastic bags",,
Propane Tanks,Abe N Solomon Inc.,Luzerne, 701 S Main St, Wilkes Barre,570-822-5182,"Aluminum Scrap, Ferrous Metal, Non-Ferrous Metal, Stainless Steel, Steel Cans ",,
Propane Tanks,Allan Industries,Luzerne, Allan Rd & RTE 309, Wilkes Barre,570-826-0123,"Aluminum Scrap, Ferrous Metal, Non-Ferrous Metal, Stainless Steel",www.allanrecyclers.com ,
Propane Tanks,Bielecki's Scrap and Recycling,Luzerne, 640 N Pennsylvania Ave, Wilkes Barre,570-822-2002,"Aluminum Scrap, Ferrous Metal, Non-Ferrous Metal, Steel Cans ",,
Propane Tanks,Brenner Recycling,Luzerne, 282 S Wyoming St, Hazleton,570-454-8706,"Aluminum Scrap, Ferrous Metal, Lead, Brass, Copper, Nickel, Catalytic Converters, Stainless Steel, Steel Cans, Tin Cans ",www.brennerrecycling.com ,
Propane Tanks,"Concord Plastics, Inc.",Luzerne, 225 Jaycee Dr, West Hazleton,570-453-0803,"Aluminum Scrap, Steel Drums, Ferrous Metal, Non-Ferrous Metal, Stainless Steel ",www.concordplasticsinc.com ,
Propane Tanks,DMS Shredding Inc.,Luzerne, Rear 9 Fellows Ave, Hanover Twp,570-819-3339,"Aluminum Scrap, Ferrous Metal, Stainless Steel, Steel Cans ",http://dmsshreddinginc.com ,
Propane Tanks,George Orval Sr. Scrap Iron,Luzerne, RD #2 Hunlock Gardens Hunlock Creek, PA ,570-735-7455,"Aluminum Scrap, Ferrous Metal,Non-Ferrous Metal, Steel Cans ",,
Propane Tanks,"Hazleton Scrap Recycling, Inc.",Luzerne, Hazleton McAdoo Hwy, Hazleton,570-454-4442,"Aluminum Scrap, Ferrous Metal, Lead, Steel Cans, Tin Cans ",,
Propane Tanks,J L Used Auto Parts Inc.,Luzerne, Rear 658 E Main St, Larksville,570-779-5101,"Aluminum Scrap, Ferrous Metal, Steel Cans, Tin Cans ",www.jlusedautoparts.com ,
Propane Tanks,James Tabit & Sons Scrap Metal & Auto Parts,Luzerne, 1151 Washington Ave, Plymouth,570-779-5344,"Aluminum Scrap, Ferrous Metal, Non-Ferrous Metal, Steel Cans ",http://jamestabitandsons.com ,
Propane Tanks,"Louis Cohen & Son, Inc.",Luzerne, 9 Fellows Ave, Wilkes Barre,570-823-0113,"Aluminum Scrap, Ferrous Metal, Lead, Non-Ferrous Metal, Stainless Steel, Steel Cans, Tin Cans ",,
Propane Tanks,"Municipal Recovery, Inc.",Luzerne, 495 Stanton St, Wilkes Barre,570-829-3231,"Aluminum Scrap, Steel Cans",www.solomoncontainer.com ,
Propane Tanks,"TNT Auto Recycling, Inc.",Luzerne, 7601 Blue Ridge Trail, Wapwallopen,570-868-4030,"Aluminum Scrap, Ferrous Metal, Non-Ferrous Metal, Steel Cans ",,
Propane Tanks,"Waste Reduction, Recycling, & Transfer, Inc.",Luzerne, 2100 Sans Souci Pkwy, Wilkes Barre,570-825-3522,"Aluminum Scrap, Ferrous Metal, Stainless Steel, Steel Cans ",www.nepawaste.com,
Refrigerators,Abe N Solomon Inc.,Luzerne, 701 S Main St, Wilkes Barre,570-822-5182,White Goods (No Fridge or A/C),,
Refrigerators,Bielecki's Scrap and Recycling,Luzerne, 640 N Pennsylvania Ave, Wilkes Barre,570-822-2002,White Goods (No Fridge or A/C),,
Refrigerators,Brenner Recycling,Luzerne, 282 S Wyoming St, Hazleton,570-454-8706,White Goods ,www.brennerrecycling.com ,
Refrigerators,"Concord Plastics, Inc.",Luzerne, 225 Jaycee Dr, West Hazleton,570-453-0803,White Goods,www.concordplasticsinc.com ,
Refrigerators,DMS Shredding Inc.,Luzerne, Rear 9 Fellows Ave, Hanover Twp,570-819-3339,White Goods,http://dmsshreddinginc.com ,
Refrigerators,George Orval Sr. Scrap Iron,Luzerne, RD #2 Hunlock Gardens Hunlock Creek, PA ,570-735-7455,White Goods,,
Refrigerators,"Hazleton Scrap Recycling, Inc.",Luzerne, Hazleton McAdoo Hwy, Hazleton,570-454-4442,White Goods,,
Refrigerators,J L Used Auto Parts Inc.,Luzerne, Rear 658 E Main St, Larksville,570-779-5101,White Goods,www.jlusedautoparts.com ,
Refrigerators,James Tabit & Sons Scrap Metal & Auto Parts,Luzerne, 1151 Washington Ave, Plymouth,570-779-5344,White Goods,http://jamestabitandsons.com ,
Refrigerators,"Louis Cohen & Son, Inc.",Luzerne, 9 Fellows Ave, Wilkes Barre,570-823-0113,White Goods,,
Scrap & Metal,Abe N Solomon Inc.,Luzerne, 701 S Main St, Wilkes Barre,570-822-5182,"Aluminum Scrap, Ferrous Metal, Non-Ferrous Metal, Stainless Steel, Steel Cans ",,
Scrap & Metal,Allan Industries,Luzerne, Allan Rd & RTE 309, Wilkes Barre,570-826-0123,"Aluminum Scrap, Ferrous Metal, Non-Ferrous Metal, Stainless Steel",www.allanrecyclers.com ,
Scrap & Metal,Bielecki's Scrap and Recycling,Luzerne, 640 N Pennsylvania Ave, Wilkes Barre,570-822-2002,"Aluminum Scrap, Ferrous Metal, Non-Ferrous Metal, Steel Cans ",,
Scrap & Metal,Brenner Recycling,Luzerne, 282 S Wyoming St, Hazleton,570-454-8706,"Aluminum Scrap, Ferrous Metal, Lead, Brass, Copper, Nickel, Catalytic Converters, Stainless Steel, Steel Cans, Tin Cans ",www.brennerrecycling.com ,
Scrap & Metal,"Concord Plastics, Inc.",Luzerne, 225 Jaycee Dr, West Hazleton,570-453-0803,"Aluminum Scrap, Steel Drums, Ferrous Metal, Non-Ferrous Metal, Stainless Steel ",www.concordplasticsinc.com ,
Scrap & Metal,DMS Shredding Inc.,Luzerne, Rear 9 Fellows Ave, Hanover Twp,570-819-3339,"Aluminum Scrap, Ferrous Metal, Stainless Steel, Steel Cans ",http://dmsshreddinginc.com ,
Scrap & Metal,George Orval Sr. Scrap Iron,Luzerne, RD #2 Hunlock Gardens Hunlock Creek, PA ,570-735-7455,"Aluminum Scrap, Ferrous Metal,Non-Ferrous Metal, Steel Cans ",,
Scrap & Metal,"Hazleton Scrap Recycling, Inc.",Luzerne, Hazleton McAdoo Hwy, Hazleton,570-454-4442,"Aluminum Scrap, Ferrous Metal, Lead, Steel Cans, Tin Cans ",,
Scrap & Metal,J L Used Auto Parts Inc.,Luzerne, Rear 658 E Main St, Larksville,570-779-5101,"Aluminum Scrap, Ferrous Metal, Steel Cans, Tin Cans ",www.jlusedautoparts.com ,
Scrap & Metal,James Tabit & Sons Scrap Metal & Auto Parts,Luzerne, 1151 Washington Ave, Plymouth,570-779-5344,"Aluminum Scrap, Ferrous Metal, Non-Ferrous Metal, Steel Cans ",http://jamestabitandsons.com ,
Scrap & Metal,"Louis Cohen & Son, Inc.",Luzerne, 9 Fellows Ave, Wilkes Barre,570-823-0113,"Aluminum Scrap, Ferrous Metal, Lead, Non-Ferrous Metal, Stainless Steel, Steel Cans, Tin Cans ",,
Scrap & Metal,"Municipal Recovery, Inc.",Luzerne, 495 Stanton St, Wilkes Barre,570-829-3231,"Aluminum Scrap, Steel Cans",www.solomoncontainer.com ,
Scrap & Metal,"TNT Auto Recycling, Inc.",Luzerne, 7601 Blue Ridge Trail, Wapwallopen,570-868-4030,"Aluminum Scrap, Ferrous Metal, Non-Ferrous Metal, Steel Cans ",,
Scrap & Metal,"Waste Reduction, Recycling, & Transfer, Inc.",Luzerne, 2100 Sans Souci Pkwy, Wilkes Barre,570-825-3522,"Aluminum Scrap, Ferrous Metal, Stainless Steel, Steel Cans ",www.nepawaste.com,
Styrofoam/Expanded Polystyrene,ANTHRACITE RECYCLING,Luzerne,900 South 5th Avenue,Scranton,570-342-0666,"PS-White Polystyrene, LD-Film, Stretch Wrap & Plastic bags",,
Tanks,Abe N Solomon Inc.,Luzerne, 701 S Main St, Wilkes Barre,570-822-5182,"Aluminum Scrap, Ferrous Metal, Non-Ferrous Metal, Stainless Steel, Steel Cans ",,
Tanks,Allan Industries,Luzerne, Allan Rd & RTE 309, Wilkes Barre,570-826-0123,"Aluminum Scrap, Ferrous Metal, Non-Ferrous Metal, Stainless Steel",www.allanrecyclers.com ,
Tanks,Bielecki's Scrap and Recycling,Luzerne, 640 N Pennsylvania Ave, Wilkes Barre,570-822-2002,"Aluminum Scrap, Ferrous Metal, Non-Ferrous Metal, Steel Cans ",,
Tanks,Brenner Recycling,Luzerne, 282 S Wyoming St, Hazleton,570-454-8706,"Aluminum Scrap, Ferrous Metal, Lead, Brass, Copper, Nickel, Catalytic Converters, Stainless Steel, Steel Cans, Tin Cans ",www.brennerrecycling.com ,
Tanks,"Concord Plastics, Inc.",Luzerne, 225 Jaycee Dr, West Hazleton,570-453-0803,"Aluminum Scrap, Steel Drums, Ferrous Metal, Non-Ferrous Metal, Stainless Steel ",www.concordplasticsinc.com ,
Tanks,DMS Shredding Inc.,Luzerne, Rear 9 Fellows Ave, Hanover Twp,570-819-3339,"Aluminum Scrap, Ferrous Metal, Stainless Steel, Steel Cans ",http://dmsshreddinginc.com ,
Tanks,George Orval Sr. Scrap Iron,Luzerne, RD #2 Hunlock Gardens Hunlock Creek, PA ,570-735-7455,"Aluminum Scrap, Ferrous Metal,Non-Ferrous Metal, Steel Cans ",,
Tanks,"Hazleton Scrap Recycling, Inc.",Luzerne, Hazleton McAdoo Hwy, Hazleton,570-454-4442,"Aluminum Scrap, Ferrous Metal, Lead, Steel Cans, Tin Cans ",,
Tanks,J L Used Auto Parts Inc.,Luzerne, Rear 658 E Main St, Larksville,570-779-5101,"Aluminum Scrap, Ferrous Metal, Steel Cans, Tin Cans ",www.jlusedautoparts.com ,
Tanks,James Tabit & Sons Scrap Metal & Auto Parts,Luzerne, 1151 Washington Ave, Plymouth,570-779-5344,"Aluminum Scrap, Ferrous Metal, Non-Ferrous Metal, Steel Cans ",http://jamestabitandsons.com ,
Tanks,"Louis Cohen & Son, Inc.",Luzerne, 9 Fellows Ave, Wilkes Barre,570-823-0113,"Aluminum Scrap, Ferrous Metal, Lead, Non-Ferrous Metal, Stainless Steel, Steel Cans, Tin Cans ",,
Tanks,"Municipal Recovery, Inc.",Luzerne, 495 Stanton St, Wilkes Barre,570-829-3231,"Aluminum Scrap, Steel Cans",www.solomoncontainer.com ,
Tanks,"TNT Auto Recycling, Inc.",Luzerne, 7601 Blue Ridge Trail, Wapwallopen,570-868-4030,"Aluminum Scrap, Ferrous Metal, Non-Ferrous Metal, Steel Cans ",,
Tanks,"Waste Reduction, Recycling, & Transfer, Inc.",Luzerne, 2100 Sans Souci Pkwy, Wilkes Barre,570-825-3522,"Aluminum Scrap, Ferrous Metal, Stainless Steel, Steel Cans ",www.nepawaste.com,
Telephone Books,All In Shreds,Luzerne, 1001 E 9th St, Hazleton,1-800-891-4410,"Corrugated Containers, Office Papers",,
Telephone Books,Bielecki's Scrap and Recycling,Luzerne, 640 N Pennsylvania Ave, Wilkes Barre,570-822-2002,"Corrugated Containers, Magazines, Newspapers, Phone Books, Office Paper, White Ledger ",,
Telephone Books,Brenner Recycling,Luzerne, 282 S Wyoming St, Hazleton,570-454-8706,"Corrugated Containers, Newspapers ",www.brennerrecycling.com ,
Telephone Books,"Concord Plastics, Inc.",Luzerne, 225 Jaycee Dr, West Hazleton,570-453-0803,"Boxboard, Brown Bags/Sacks, Colored Ledger, Corrugated Containers, Magazines, Office Paper, Newspaper, Books, Phone Books, Office Paper",www.concordplasticsinc.com ,
Telephone Books,"J. P. Mascaro & Sons, Inc.",Luzerne, 871 E Main St, Nanticoke,570-735-0664,"Corrugated Containers, Office Papers, Newspapers ",www.jpmascaro.com ,
Telephone Books,"Louis Cohen & Son, Inc.",Luzerne, 9 Fellows Ave, Wilkes Barre,570-823-0113,"Corrugated Containers, Office Paper, Newspaper, Other Paper, Mixed Paper, White Ledger",,
Telephone Books,"Municipal Recovery, Inc.",Luzerne, 495 Stanton St, Wilkes Barre,570-829-3231,"Corrugated Containers, Cardboard Cores, Magazines, Office Paper, Newspaper",www.solomoncontainer.com ,
Telephone Books,Northeast Cartage and Recycling Solutions,Luzerne, 50 Breaker Rd, Hanover Twp,570-270-0301,"Corrugated Containers, Juice Boxes, Magazines, Newspapers, Junk Mail, Office Paper, Phone Books, Poly-Coated Cartons",www.northeastcartage.com ,
Telephone Books,Paradise Recycling,Luzerne, 25 Kiwanis Blvd, Hazleton,570-459-1306,"Corrugated Containers, Magazines, Newspapers, Catalogs, Phone Books, Sorted Office Paper",,
Telephone Books,"Waste Reduction, Recycling, & Transfer, Inc.",Luzerne, 2100 Sans Souci Pkwy, Wilkes Barre,570-825-3522,"Corrugated Containers, Cardboard Cores, Sorted Office Paper",www.nepawaste.com,
Televisions,Salvation Army,Luzerne,114 Broadway,Hanover,717-637-2105,"All electronic, (computers, printers, etc), microwaves, televisions, and small electrical items,(curling irons, drills, etc.)",http://www.luzernecounty.org/county/departments_agencies/solid_waste_management/special_collections_schedule,
Televisions,Waste Reduction Recycling ,Luzerne,2100 San Souci Parkway,Hanover ,570-825-3522,Anything from tube televisions to mice. (Fees apply-1.50 per pound),http://www.nepawaste.com/Dumping-Fees.html,
Thermostats,UNITED REFRIGERATION,Luzerne,641 N. PENNSYLVANIA AVENUE ,WILKES BARRE,570-823-9100,,https://www.thermostat-recycle.org/,
Tires,"Nationwide Tire Recyclers, Inc.",Luzerne, 191 Clark Rd, Duryea,570-299-7407,Whole Tires,,
Tires,Luzerne Co. Tire Recycling Event @ DRUMS ELEMENTARY SCHOOL,Luzerne,85 S. Turnpike Road,Drums,1-800-821-7654,"SATURDAY JUNE 3rd, 2017",http://www.luzernecounty.org/county/departments_agencies/solid_waste_management/special_collections_schedule,
Tires,Luzerne Co. Tire Recycling Event,Luzerne,1600 Sans Souci Parkway, Wilkes Barre,1-800-821-7654,"SATURDAY JUNE 10, 2017",http://www.luzernecounty.org/county/departments_agencies/solid_waste_management/special_collections_schedule,
Wood,"Berry Industrial Group, Inc.",Luzerne, 69 Public Square, Wilkes Barre,570-824-9019,Clean Wood Pallets Only ,www.berryindustrial.com,
Wood,BOSCO Incorporated,Luzerne, 1356 Sans Souci Pkwy, Hanover Twp,570-822-6204,Clean Wood Only ,www.boscoenterprises.com ,
Wood,"Concord Plastics, Inc.",Luzerne, 225 Jaycee Dr, West Hazleton,570-453-0803,Wood Skids and Crates ,www.concordplasticsinc.com ,
Wood,George Orval Sr. Scrap Iron,Luzerne, RD #2 Hunlock Gardens Hunlock Creek, PA ,570-735-7455,White Goods,,
Wood,Paradise Recycling,Luzerne, 25 Kiwanis Blvd, Hazleton,570-459-1306,Clean Wood Waste,,
Wood,"Wyoming Valley Pallets, Inc.",Luzerne, 481 Slocum Ave, Exeter,570-655-3640,"Clean Wood Waste, Pallets",www.wyomingvalleypallets.com,
Wood,"Concord Plastics, Inc.",Luzerne, 225 Jaycee Dr, West Hazleton,570-453-0803,Pallets ,www.concordplasticsinc.com ,
