Item,Location Name,County,Address,City,Phone,Details,Website,
Greeting Cards,Allied Waste Recyclery,Montgomery, 215 W Dekalb Pike,King of Prussia,610-265-8941,"Corrugated Containers, Newspapers, Sorted Office Papers", www.republicservices.com ,
Greeting Cards,Great Valley Recycling,Montgomery, 315 W 6th St, Bridgeport,610-272-2765,"Corrugated Containers, Newspapers, White Ledger Paper",www.jpmascaro.com ,
Greeting Cards,Hercules Fibres Corp.,Montgomery, 111 Presidential Blvd #158, Bala Cynwyd,610-664-6300,Burlap/Jute Bags,,
Greeting Cards,"John Miller & Son, Inc. Recycling",Montgomery, 147 Oreland Mill Rd, Oreland,215-885-8199,"Corrugated Containers, Sorted Office Paper",www.johnmillersoninc.com ,
Greeting Cards,Keating Fibre Inc.,Montgomery, 501 Office Ctr Dr, Fort Washington,215-628-3000,"Corrugated Containers, Other Paper",,
Greeting Cards,Lloyd Nace Waste Paper,Montgomery, 117 Penn St, Pennsburg,215-679-2155,"Corrugated Containers, Newspapers, White Ledger Paper",,
Greeting Cards,Rapid Recycling Inc.,Montgomery, 5 Brower Ave, Oaks,610-650-0737,"Boxboard, Chipboard, Colored Ledger, Corrugated Containers, Magazines, Mix Office Paper, Newspapers, Other Paper",WWW.RAPIDRECYCLING.COM ,
Greeting Cards,ReCommunity Montgomeryville,Montgomery, 1050 Bethlehem Pike, Montgomeryville ,215-540-9506,"Corrugated Containers, Office Papers, Newspapers ",www.recommunity.com ,
Greeting Cards,ReCommunity Upper Dublin,Montgomery, 1030 Fitzwatertown Rd, Willow Grove,215-887-9577,"Corrugated Containers, Office Papers, Newspapers ",www.recommunity.com ,
Greeting Cards,Recycling Services Inc.,Montgomery, 365 Elm St, Pottstown,610-323-8545,"Corrugated Containers, Juice Boxes, Aseptic Containers, Magazines, Office Paper, Newspaper, Paperboard, Books, Phone Books, Poly-Coated Cartons, White Ledger Paper",WWW.RECYCLINGSERVICES.ORG ,
Greeting Cards,Red Hill Borough Recycling Center,Montgomery, 56 W Fourth St, Red Hill,215-679-2040,"Magazines, Newspapers, Junk Mail, Catalogs",www.redhillborough.org ,
Greeting Cards,Russell A. Morello & Sons,Montgomery, 18 Maple St, Conshohocken,610-828-1612,"Brown Bags and Sacks, Corrugated Containers, Office Paper, Newspapers, Phone Books, White Ledger Paper",,
Greeting Cards,Superior Services,Montgomery, 1299 W James St, Norristown,610-277-2727,"Corrugated Containers, Newspapers, White Ledger Paper",,
Hazardous Waste,HHW Events,Montgomery,"P.O. Box 311
",Norristown,610-278-3618,"FREE residential collection events are held outdoors from 9am-3pm, rain
or shine. Residents may attend any Household Hazardous Waste event
held by Bucks, Chester, Delaware, Montgomery, or Philadelphia Counties",Montgomery CO HHW flyer 2017,
Helium Tanks,"John S. Posen, Inc. (Welding Supply Store)
",Montgomery,1214 West Skippack Pike,Center Square,610-275-1607,,,
Helium Tanks,"MAWA, Inc.",Montgomery,15 Woodlyn Avenue,"Norristown,",610-539-5007,Accepts all cylinders: Medical/Propane/Gas (fee for disposal or recycling),,
Humidifier,"A.J. Catagnus, Inc.",Montgomery, 1299 W James St, Norristown,610-277-2727,White Goods,www.ajcatagnus.com ,
Humidifier,Emert Recycling,Montgomery, 2700 Richmond Rd, Hatfield,215-855-7690,White Goods,www.emertrecycling.com ,
Humidifier,"Joe Mattero Recycling, Inc.",Montgomery, 316 W 7th St, Lansdale,215-885-4808,White Goods,www.joematterorecycling.com,
Humidifier,"John Miller & Son, Inc. Recycling",Montgomery, 147 Oreland Mill Rd, Oreland,215-885-8199,White Goods,www.johnmillersoninc.com ,
Humidifier,Ridge Metals Company,Montgomery, 407 Alan Wood Rd, Conshohocken,610-828-5553,White Goods,www.ridgemetals.com ,
Junk Mail,Allied Waste Recyclery,Montgomery, 215 W Dekalb Pike,King of Prussia,610-265-8941,"Corrugated Containers, Newspapers, Sorted Office Papers", www.republicservices.com ,
Junk Mail,Great Valley Recycling,Montgomery, 315 W 6th St, Bridgeport,610-272-2765,"Corrugated Containers, Newspapers, White Ledger Paper",www.jpmascaro.com ,
Junk Mail,Hercules Fibres Corp.,Montgomery, 111 Presidential Blvd #158, Bala Cynwyd,610-664-6300,Burlap/Jute Bags,,
Junk Mail,"John Miller & Son, Inc. Recycling",Montgomery, 147 Oreland Mill Rd, Oreland,215-885-8199,"Corrugated Containers, Sorted Office Paper",www.johnmillersoninc.com ,
Junk Mail,Keating Fibre Inc.,Montgomery, 501 Office Ctr Dr, Fort Washington,215-628-3000,"Corrugated Containers, Other Paper",,
Junk Mail,Lloyd Nace Waste Paper,Montgomery, 117 Penn St, Pennsburg,215-679-2155,"Corrugated Containers, Newspapers, White Ledger Paper",,
Junk Mail,Rapid Recycling Inc.,Montgomery, 5 Brower Ave, Oaks,610-650-0737,"Boxboard, Chipboard, Colored Ledger, Corrugated Containers, Magazines, Mix Office Paper, Newspapers, Other Paper",WWW.RAPIDRECYCLING.COM ,
Junk Mail,ReCommunity Montgomeryville,Montgomery, 1050 Bethlehem Pike, Montgomeryville ,215-540-9506,"Corrugated Containers, Office Papers, Newspapers ",www.recommunity.com ,
Junk Mail,ReCommunity Upper Dublin,Montgomery, 1030 Fitzwatertown Rd, Willow Grove,215-887-9577,"Corrugated Containers, Office Papers, Newspapers ",www.recommunity.com ,
Junk Mail,Recycling Services Inc.,Montgomery, 365 Elm St, Pottstown,610-323-8545,"Corrugated Containers, Juice Boxes, Aseptic Containers, Magazines, Office Paper, Newspaper, Paperboard, Books, Phone Books, Poly-Coated Cartons, White Ledger Paper",WWW.RECYCLINGSERVICES.ORG ,
Junk Mail,Red Hill Borough Recycling Center,Montgomery, 56 W Fourth St, Red Hill,215-679-2040,"Magazines, Newspapers, Junk Mail, Catalogs",www.redhillborough.org ,
Junk Mail,Russell A. Morello & Sons,Montgomery, 18 Maple St, Conshohocken,610-828-1612,"Brown Bags and Sacks, Corrugated Containers, Office Paper, Newspapers, Phone Books, White Ledger Paper",,
Junk Mail,Superior Services,Montgomery, 1299 W James St, Norristown,610-277-2727,"Corrugated Containers, Newspapers, White Ledger Paper",,
Kerosene,HHW Events,Montgomery,"P.O. Box 311
",Norristown,610-278-3618,"FREE residential collection events are held outdoors from 9am-3pm, rain
or shine. Residents may attend any Household Hazardous Waste event
held by Bucks, Chester, Delaware, Montgomery, or Philadelphia Counties",Montgomery CO HHW flyer 2017,
Mercury,HHW Events,Montgomery,"P.O. Box 311
",Norristown,610-278-3618,"FREE residential collection events are held outdoors from 9am-3pm, rain
or shine. Residents may attend any Household Hazardous Waste event
held by Bucks, Chester, Delaware, Montgomery, or Philadelphia Counties",Montgomery CO HHW flyer 2017,
Microwaves,"A.J. Catagnus, Inc.",Montgomery, 1299 W James St, Norristown,610-277-2727,White Goods,www.ajcatagnus.com ,
Microwaves,Emert Recycling,Montgomery, 2700 Richmond Rd, Hatfield,215-855-7690,White Goods,www.emertrecycling.com ,
Microwaves,"Joe Mattero Recycling, Inc.",Montgomery, 316 W 7th St, Lansdale,215-885-4808,White Goods,www.joematterorecycling.com,
Microwaves,"John Miller & Son, Inc. Recycling",Montgomery, 147 Oreland Mill Rd, Oreland,215-885-8199,White Goods,www.johnmillersoninc.com ,
Microwaves,Recycling Services Inc.,Montgomery, 365 Elm St, Pottstown,610-323-8545,White Goods,WWW.RECYCLINGSERVICES.ORG ,
Microwaves,Ridge Metals Company,Montgomery, 407 Alan Wood Rd, Conshohocken,610-828-5553,White Goods,www.ridgemetals.com ,
Microwaves,Russell A. Morello & Sons,Montgomery, 18 Maple St, Conshohocken,610-828-1612,White Goods,,
Milk Cartons & Drink Boxes,Allied Waste Recyclery,Montgomery, 215 W Dekalb Pike,King of Prussia,610-265-8941,"Corrugated Containers, Newspapers, Sorted Office Papers", www.republicservices.com ,
Milk Cartons & Drink Boxes,Great Valley Recycling,Montgomery, 315 W 6th St, Bridgeport,610-272-2765,"Corrugated Containers, Newspapers, White Ledger Paper",www.jpmascaro.com ,
Milk Cartons & Drink Boxes,Hercules Fibres Corp.,Montgomery, 111 Presidential Blvd #158, Bala Cynwyd,610-664-6300,Burlap/Jute Bags,,
Milk Cartons & Drink Boxes,"John Miller & Son, Inc. Recycling",Montgomery, 147 Oreland Mill Rd, Oreland,215-885-8199,"Corrugated Containers, Sorted Office Paper",www.johnmillersoninc.com ,
Milk Cartons & Drink Boxes,Keating Fibre Inc.,Montgomery, 501 Office Ctr Dr, Fort Washington,215-628-3000,"Corrugated Containers, Other Paper",,
Milk Cartons & Drink Boxes,Lloyd Nace Waste Paper,Montgomery, 117 Penn St, Pennsburg,215-679-2155,"Corrugated Containers, Newspapers, White Ledger Paper",,
Milk Cartons & Drink Boxes,Rapid Recycling Inc.,Montgomery, 5 Brower Ave, Oaks,610-650-0737,"Boxboard, Chipboard, Colored Ledger, Corrugated Containers, Magazines, Mix Office Paper, Newspapers, Other Paper",WWW.RAPIDRECYCLING.COM ,
Milk Cartons & Drink Boxes,ReCommunity Montgomeryville,Montgomery, 1050 Bethlehem Pike, Montgomeryville ,215-540-9506,"Corrugated Containers, Office Papers, Newspapers ",www.recommunity.com ,
Milk Cartons & Drink Boxes,ReCommunity Upper Dublin,Montgomery, 1030 Fitzwatertown Rd, Willow Grove,215-887-9577,"Corrugated Containers, Office Papers, Newspapers ",www.recommunity.com ,
Milk Cartons & Drink Boxes,Recycling Services Inc.,Montgomery, 365 Elm St, Pottstown,610-323-8545,"Corrugated Containers, Juice Boxes, Aseptic Containers, Magazines, Office Paper, Newspaper, Paperboard, Books, Phone Books, Poly-Coated Cartons, White Ledger Paper",WWW.RECYCLINGSERVICES.ORG ,
Milk Cartons & Drink Boxes,Red Hill Borough Recycling Center,Montgomery, 56 W Fourth St, Red Hill,215-679-2040,"Magazines, Newspapers, Junk Mail, Catalogs",www.redhillborough.org ,
Milk Cartons & Drink Boxes,Russell A. Morello & Sons,Montgomery, 18 Maple St, Conshohocken,610-828-1612,"Brown Bags and Sacks, Corrugated Containers, Office Paper, Newspapers, Phone Books, White Ledger Paper",,
Milk Cartons & Drink Boxes,Superior Services,Montgomery, 1299 W James St, Norristown,610-277-2727,"Corrugated Containers, Newspapers, White Ledger Paper",,
Packaging Peanuts,Recycling Services Inc.,Montgomery, 365 Elm St, Pottstown,610-323-8545,"HDPE, LDPE, PET, Mixed Plastics, Plastic #7, PP, PS, PVC",http://www.recyclingservicesinc.org/about.html,
Packaging Peanuts,KJ Plastics,Montgomery, 415 N Broad St, Lansdale,215-361-8222,"HDPE, LDPE, Plastic Film, Other Plastics, PP, PS, PVC ",WWW.KJPLASTICS.NET ,
Paint (Oil/Solvent Base),HHW Events,Montgomery,"P.O. Box 311
",Norristown,610-278-3618,"FREE residential collection events are held outdoors from 9am-3pm, rain
or shine. Residents may attend any Household Hazardous Waste event
held by Bucks, Chester, Delaware, Montgomery, or Philadelphia Counties",Montgomery CO HHW flyer 2017,
Paper,Allied Waste Recyclery,Montgomery, 215 W Dekalb Pike,King of Prussia,610-265-8941,"Corrugated Containers, Newspapers, Sorted Office Papers", www.republicservices.com ,
Paper,Great Valley Recycling,Montgomery, 315 W 6th St, Bridgeport,610-272-2765,"Corrugated Containers, Newspapers, White Ledger Paper",www.jpmascaro.com ,
Paper,Hercules Fibres Corp.,Montgomery, 111 Presidential Blvd #158, Bala Cynwyd,610-664-6300,Burlap/Jute Bags,,
Paper,"John Miller & Son, Inc. Recycling",Montgomery, 147 Oreland Mill Rd, Oreland,215-885-8199,"Corrugated Containers, Sorted Office Paper",www.johnmillersoninc.com ,
Paper,Keating Fibre Inc.,Montgomery, 501 Office Ctr Dr, Fort Washington,215-628-3000,"Corrugated Containers, Other Paper",,
Paper,Lloyd Nace Waste Paper,Montgomery, 117 Penn St, Pennsburg,215-679-2155,"Corrugated Containers, Newspapers, White Ledger Paper",,
Paper,Rapid Recycling Inc.,Montgomery, 5 Brower Ave, Oaks,610-650-0737,"Boxboard, Chipboard, Colored Ledger, Corrugated Containers, Magazines, Mix Office Paper, Newspapers, Other Paper",WWW.RAPIDRECYCLING.COM ,
Paper,ReCommunity Montgomeryville,Montgomery, 1050 Bethlehem Pike, Montgomeryville ,215-540-9506,"Corrugated Containers, Office Papers, Newspapers ",www.recommunity.com ,
Paper,ReCommunity Upper Dublin,Montgomery, 1030 Fitzwatertown Rd, Willow Grove,215-887-9577,"Corrugated Containers, Office Papers, Newspapers ",www.recommunity.com ,
Paper,Recycling Services Inc.,Montgomery, 365 Elm St, Pottstown,610-323-8545,"Corrugated Containers, Juice Boxes, Aseptic Containers, Magazines, Office Paper, Newspaper, Paperboard, Books, Phone Books, Poly-Coated Cartons, White Ledger Paper",WWW.RECYCLINGSERVICES.ORG ,
Paper,Red Hill Borough Recycling Center,Montgomery, 56 W Fourth St, Red Hill,215-679-2040,"Magazines, Newspapers, Junk Mail, Catalogs",www.redhillborough.org ,
Paper,Russell A. Morello & Sons,Montgomery, 18 Maple St, Conshohocken,610-828-1612,"Brown Bags and Sacks, Corrugated Containers, Office Paper, Newspapers, Phone Books, White Ledger Paper",,
Paper,Superior Services,Montgomery, 1299 W James St, Norristown,610-277-2727,"Corrugated Containers, Newspapers, White Ledger Paper",,
Paper Shredding,"Shred One Security Corp.
Huntington Glenn Office Park",Montgomery,1830 County Line Road Suite 310,Huntingdon Valley,215-364-2265,,,
Pesticides,HHW Events,Montgomery,"P.O. Box 311
",Norristown,610-278-3618,"FREE residential collection events are held outdoors from 9am-3pm, rain
or shine. Residents may attend any Household Hazardous Waste event
held by Bucks, Chester, Delaware, Montgomery, or Philadelphia Counties",Montgomery CO HHW flyer 2017,
Phone Books,Allied Waste Recyclery,Montgomery, 215 W Dekalb Pike,King of Prussia,610-265-8941,"Corrugated Containers, Newspapers, Sorted Office Papers", www.republicservices.com ,
Phone Books,Great Valley Recycling,Montgomery, 315 W 6th St, Bridgeport,610-272-2765,"Corrugated Containers, Newspapers, White Ledger Paper",www.jpmascaro.com ,
Phone Books,Hercules Fibres Corp.,Montgomery, 111 Presidential Blvd #158, Bala Cynwyd,610-664-6300,Burlap/Jute Bags,,
Phone Books,"John Miller & Son, Inc. Recycling",Montgomery, 147 Oreland Mill Rd, Oreland,215-885-8199,"Corrugated Containers, Sorted Office Paper",www.johnmillersoninc.com ,
Phone Books,Keating Fibre Inc.,Montgomery, 501 Office Ctr Dr, Fort Washington,215-628-3000,"Corrugated Containers, Other Paper",,
Phone Books,Lloyd Nace Waste Paper,Montgomery, 117 Penn St, Pennsburg,215-679-2155,"Corrugated Containers, Newspapers, White Ledger Paper",,
Phone Books,Rapid Recycling Inc.,Montgomery, 5 Brower Ave, Oaks,610-650-0737,"Boxboard, Chipboard, Colored Ledger, Corrugated Containers, Magazines, Mix Office Paper, Newspapers, Other Paper",WWW.RAPIDRECYCLING.COM ,
Phone Books,ReCommunity Montgomeryville,Montgomery, 1050 Bethlehem Pike, Montgomeryville ,215-540-9506,"Corrugated Containers, Office Papers, Newspapers ",www.recommunity.com ,
Phone Books,ReCommunity Upper Dublin,Montgomery, 1030 Fitzwatertown Rd, Willow Grove,215-887-9577,"Corrugated Containers, Office Papers, Newspapers ",www.recommunity.com ,
Phone Books,Recycling Services Inc.,Montgomery, 365 Elm St, Pottstown,610-323-8545,"Corrugated Containers, Juice Boxes, Aseptic Containers, Magazines, Office Paper, Newspaper, Paperboard, Books, Phone Books, Poly-Coated Cartons, White Ledger Paper",WWW.RECYCLINGSERVICES.ORG ,
Phone Books,Red Hill Borough Recycling Center,Montgomery, 56 W Fourth St, Red Hill,215-679-2040,"Magazines, Newspapers, Junk Mail, Catalogs",www.redhillborough.org ,
Phone Books,Russell A. Morello & Sons,Montgomery, 18 Maple St, Conshohocken,610-828-1612,"Brown Bags and Sacks, Corrugated Containers, Office Paper, Newspapers, Phone Books, White Ledger Paper",,
Phone Books,Superior Services,Montgomery, 1299 W James St, Norristown,610-277-2727,"Corrugated Containers, Newspapers, White Ledger Paper",,
Plastic,Allied Waste Recyclery,Montgomery, 215 W Dekalb Pike,King of Prussia,610-265-8941,"HDPE, PET, Plastic Films", www.republicservices.com ,
Plastic,Great Valley Recycling,Montgomery, 315 W 6th St, Bridgeport,610-272-2765,"HDPE, PET",www.jpmascaro.com ,
Plastic,KJ Plastics,Montgomery, 415 N Broad St, Lansdale,215-361-8222,"HDPE, LDPE, Plastic Film, Other Plastics, PP, PS, PVC ",WWW.KJPLASTICS.NET ,
Plastic,"National Container Group, LLC",Montgomery, 1400 Welsh Rd, North Wales,215-529-1898,Plastic Drums ,www.nationalcontainer.com ,
Plastic,"Philadelphia Plastic Recycling, Inc.",Montgomery, 1013 Conshohocken Rd, Conshohocken,484-530-0530,"HDPE, LDPE, PVC",,
Plastic,R & M International Sales Corp.,Montgomery, 570 Bethlehem Pike, Fort Washington,215-793-9155,"HDPE, PET, Other Plastics, PP, PVC",WWW.RMINTL.COM ,
Plastic,ReCommunity Montgomeryville,Montgomery, 1050 Bethlehem Pike, Montgomeryville ,215-540-9506,"HDPE, PET",www.recommunity.com ,
Plastic,ReCommunity Upper Dublin,Montgomery, 1030 Fitzwatertown Rd, Willow Grove,215-887-9577,"HDPE, PET",www.recommunity.com ,
Plastic,Recycling Services Inc.,Montgomery, 365 Elm St, Pottstown,610-323-8545,"HDPE, LDPE, PET, Mixed Plastics, Plastic #7, PP, PS, PVC",http://www.recyclingservicesinc.org/about.html,
Plastic,Red Hill Borough Recycling Center,Montgomery, 56 W Fourth St, Red Hill,215-679-2040,"HDPE, PET",www.redhillborough.org ,
Polystyrene,Recycling Services Inc.,Montgomery, 365 Elm St, Pottstown,610-323-8545,"HDPE, LDPE, PET, Mixed Plastics, Plastic #7, PP, PS, PVC",http://www.recyclingservicesinc.org/about.html,
Polystyrene,KJ Plastics,Montgomery, 415 N Broad St, Lansdale,215-361-8222,"HDPE, LDPE, Plastic Film, Other Plastics, PP, PS, PVC ",WWW.KJPLASTICS.NET ,
Pool Chemicals,HHW Events,Montgomery,"P.O. Box 311
",Norristown,610-278-3618,"FREE residential collection events are held outdoors from 9am-3pm, rain
or shine. Residents may attend any Household Hazardous Waste event
held by Bucks, Chester, Delaware, Montgomery, or Philadelphia Counties",Montgomery CO HHW flyer 2017,
Propane Tanks,"John S. Posen, Inc. (Welding Supply Store)
",Montgomery,1214 West Skippack Pike,Center Square,610-275-1607,,,
Propane Tanks,"MAWA, Inc.",Montgomery,15 Woodlyn Avenue,"Norristown,",610-539-5007,Accepts all cylinders: Medical/Propane/Gas (fee for disposal or recycling),,
Tanks,"John S. Posen, Inc. (Welding Supply Store)
",Montgomery,1214 West Skippack Pike,Center Square,610-275-1607,,,
Tanks,"MAWA, Inc.",Montgomery,15 Woodlyn Avenue,"Norristown,",610-539-5007,Accepts all cylinders: Medical/Propane/Gas (fee for disposal or recycling),,
Railroad Ties,Conshohocken Recycling & Rail Transfer LLC,Montgomery, 1060 Conshohocken Rd, Conshohocken,610-278-7454,"Clean Wood, Brick, Concrete, Asphalt, Railroad Ties, and Utility Poles ",,
Refrigerators,"A.J. Catagnus, Inc.",Montgomery, 1299 W James St, Norristown,610-277-2727,White Goods,www.ajcatagnus.com ,
Refrigerators,Emert Recycling,Montgomery, 2700 Richmond Rd, Hatfield,215-855-7690,White Goods,www.emertrecycling.com ,
Refrigerators,"Joe Mattero Recycling, Inc.",Montgomery, 316 W 7th St, Lansdale,215-885-4808,White Goods,www.joematterorecycling.com,
Refrigerators,"John Miller & Son, Inc. Recycling",Montgomery, 147 Oreland Mill Rd, Oreland,215-885-8199,White Goods,www.johnmillersoninc.com ,
Refrigerators,Ridge Metals Company,Montgomery, 407 Alan Wood Rd, Conshohocken,610-828-5553,White Goods,www.ridgemetals.com ,
Scrap & Metal,611 Metals Recycling,Montgomery, 2509 Wyandotte Rd, Willow Grove,267-221-6924,"Aluminum Scrap, Ferrous Metal, Lead, Brass, Catalytic Converters, Copper, Manganese, Nickel",www.611metals.com ,
Scrap & Metal,"A.J. Catagnus, Inc.",Montgomery, 1299 W James St, Norristown,610-277-2727,"Aluminum Scrap, Ferrous Metal, Copper, Brass, Stainless Steel, Steel Cans ",www.ajcatagnus.com ,
Scrap & Metal,De Haviland LTD.,Montgomery, 261 Old York Rd, Jenkintown,215-884-2244,"Copper, Brass, Tin, Nickel, Stainless Steel ",,
Scrap & Metal,Emert Recycling,Montgomery, 2700 Richmond Rd, Hatfield,215-855-7690,"Aluminum Scrap, Ferrous Metal, Lead, Non-Ferrous Metal, Stainless Steel ",www.emertrecycling.com ,
Scrap & Metal,"Joe Mattero Recycling, Inc.",Montgomery, 316 W 7th St, Lansdale,215-885-4808,"Aluminum Scrap, Ferrous Metal, Copper, Brass, Catalytic Converters, Steel Cans ",www.joematterorecycling.com,
Scrap & Metal,"John Miller & Son, Inc. Recycling",Montgomery, 147 Oreland Mill Rd, Oreland,215-885-8199,"Aluminum Scrap, Ferrous Metal, Non-Ferrous Metal",www.johnmillersoninc.com ,
Scrap & Metal,John R. Dieterly Jr. Metals,Montgomery, 401 S Tyson Ave, Glenside,215-886-9607,"Aluminum Scrap, Ferrous Metal, Non-Ferrous Metal",,
Scrap & Metal,L&S Demolition Recycling Inc.,Montgomery, 884 Brook Rd, Conshohocken,610-828-5948,"Ferrous Metal, Non-Ferrous Metal ",www.l-sdemorerecycling.com ,
Scrap & Metal,Mayer Pollock Steel Corp.,Montgomery, 850 Industrial Hwy, Pottstown,610-323-5500,"Aluminum Scrap, Ferrous Metal, Lead, Non-Ferrous Metal, Stainless Steel ",WWW.MAYERPOLLOCK.COM ,
Scrap & Metal,Metal Prep Inc.,Montgomery, 1965 Pioneer Rd, Huntingdon Valley,215-672-1223,"Copper, Brass, Nickel, High Temp Alloys, Specialty Metals",,
Scrap & Metal,Morello Inc.,Montgomery, 401 E Wood St, Norristown,610-272-8046,"Aluminum Cans, Ferrous Metal, Non-Ferrous Metal ",,
Scrap & Metal,"National Container Group, LLC",Montgomery, 1400 Welsh Rd, North Wales,215-529-1898,Steel Drums ,www.nationalcontainer.com ,
Scrap & Metal,Profiners Inc.,Montgomery, 2299 Amber Dr, Hatfield,1-800-458-8901,"Gold, Silver, Palladium, Platinum ",www.profiners.com ,
Scrap & Metal,Recycling Services Inc.,Montgomery, 365 Elm St, Pottstown,610-323-8545,"Aluminum Scrap, Ferrous Metal, Lead, Copper, Brass, Stainless Steel, Steel Cans, Tin Cans ",WWW.RECYCLINGSERVICES.ORG ,
Scrap & Metal,Ridge Metals Company,Montgomery, 407 Alan Wood Rd, Conshohocken,610-828-5553,"Aluminum Scrap, Ferrous Metal, Non-Ferrous Metal, Stainless Steel, Steel Cans, Empty Paint/Aerosol Cans",www.ridgemetals.com ,
Scrap & Metal,Russell A. Morello & Sons,Montgomery, 18 Maple St, Conshohocken,610-828-1612,"Ferrous Metal, Steel Cans",,
Scrap & Metal,Russell G Tuturice Scrap Metal,Montgomery, 815 Tremont Ave, Norristown,610-277-2892,"Aluminum Scrap, Ferrous Metal, Lead, Copper, Brass, Nickel, High Temp Alloys, Specialty Metals ",,
Scrap & Metal,Sims Metal Management,Montgomery, 358 Schuylkill River Rd, Bridgeport,610-272-8621,"Ferrous Metal, Non-Ferrous Metal ",,
Scrap & Metal,"Stanton A. Moss, Inc.",Montgomery, 551 Old Lancaster Rd  #209 ,Haverford,610-527-6101,"Aluminum Scrap, Non-Ferrous Metal ",,
Scrap & Metal,Sullivan's Scrap Metals,Montgomery, 451 Oakdale Ave, Hatboro,215-442-1504,"Aluminum Scrap, Ferrous Metal, Lead, Non-Ferrous Metal, Stainless Steel ",www.sullivanscrap.com ,
Scrap & Metal,Sundafu Recycling,Montgomery, 200 Center Ave, Conshohocken,267-341-8096,"Aluminum Scrap, Ferrous Metal, Brass, Copper, Stainless Steel ",www.sundafurecycling.com ,
Scrap & Metal,Superior Services,Montgomery, 1299 W James St, Norristown,610-277-2727,"Ferrous Metal, Non-Ferrous Metal ",,
Solvents,HHW Events,Montgomery,"P.O. Box 311
",Norristown,610-278-3618,"FREE residential collection events are held outdoors from 9am-3pm, rain
or shine. Residents may attend any Household Hazardous Waste event
held by Bucks, Chester, Delaware, Montgomery, or Philadelphia Counties",Montgomery CO HHW flyer 2017,
Styrofoam/Expanded Polystyrene,Recycling Services Inc.,Montgomery, 365 Elm St, Pottstown,610-323-8545,"HDPE, LDPE, PET, Mixed Plastics, Plastic #7, PP, PS, PVC",http://www.recyclingservicesinc.org/about.html,
Styrofoam/Expanded Polystyrene,KJ Plastics,Montgomery, 415 N Broad St, Lansdale,215-361-8222,"HDPE, LDPE, Plastic Film, Other Plastics, PP, PS, PVC ",WWW.KJPLASTICS.NET ,
Telephone Books,Allied Waste Recyclery,Montgomery, 215 W Dekalb Pike,King of Prussia,610-265-8941,"Corrugated Containers, Newspapers, Sorted Office Papers", www.republicservices.com ,
Telephone Books,Great Valley Recycling,Montgomery, 315 W 6th St, Bridgeport,610-272-2765,"Corrugated Containers, Newspapers, White Ledger Paper",www.jpmascaro.com ,
Telephone Books,Hercules Fibres Corp.,Montgomery, 111 Presidential Blvd #158, Bala Cynwyd,610-664-6300,Burlap/Jute Bags,,
Telephone Books,"John Miller & Son, Inc. Recycling",Montgomery, 147 Oreland Mill Rd, Oreland,215-885-8199,"Corrugated Containers, Sorted Office Paper",www.johnmillersoninc.com ,
Telephone Books,Keating Fibre Inc.,Montgomery, 501 Office Ctr Dr, Fort Washington,215-628-3000,"Corrugated Containers, Other Paper",,
Telephone Books,Lloyd Nace Waste Paper,Montgomery, 117 Penn St, Pennsburg,215-679-2155,"Corrugated Containers, Newspapers, White Ledger Paper",,
Telephone Books,Rapid Recycling Inc.,Montgomery, 5 Brower Ave, Oaks,610-650-0737,"Boxboard, Chipboard, Colored Ledger, Corrugated Containers, Magazines, Mix Office Paper, Newspapers, Other Paper",WWW.RAPIDRECYCLING.COM ,
Telephone Books,ReCommunity Montgomeryville,Montgomery, 1050 Bethlehem Pike, Montgomeryville ,215-540-9506,"Corrugated Containers, Office Papers, Newspapers ",www.recommunity.com ,
Telephone Books,ReCommunity Upper Dublin,Montgomery, 1030 Fitzwatertown Rd, Willow Grove,215-887-9577,"Corrugated Containers, Office Papers, Newspapers ",www.recommunity.com ,
Telephone Books,Recycling Services Inc.,Montgomery, 365 Elm St, Pottstown,610-323-8545,"Corrugated Containers, Juice Boxes, Aseptic Containers, Magazines, Office Paper, Newspaper, Paperboard, Books, Phone Books, Poly-Coated Cartons, White Ledger Paper",WWW.RECYCLINGSERVICES.ORG ,
Telephone Books,Red Hill Borough Recycling Center,Montgomery, 56 W Fourth St, Red Hill,215-679-2040,"Magazines, Newspapers, Junk Mail, Catalogs",www.redhillborough.org ,
Telephone Books,Russell A. Morello & Sons,Montgomery, 18 Maple St, Conshohocken,610-828-1612,"Brown Bags and Sacks, Corrugated Containers, Office Paper, Newspapers, Phone Books, White Ledger Paper",,
Telephone Books,Superior Services,Montgomery, 1299 W James St, Norristown,610-277-2727,"Corrugated Containers, Newspapers, White Ledger Paper",,
Televisions,611 Metals Recycling,Montgomery, 2509 Wyandotte Rd, Willow Grove,267-221-6924,TVs,www.611metals.com ,
Thermostats (Mercury),HHW Events,Montgomery,"P.O. Box 311
",Norristown,610-278-3618,"FREE residential collection events are held outdoors from 9am-3pm, rain
or shine. Residents may attend any Household Hazardous Waste event
held by Bucks, Chester, Delaware, Montgomery, or Philadelphia Counties",,
Tires,"Emanuel Tire of PA, Inc.",Montgomery, 1251 Conshohocken Rd, Conshohocken,610-277-6670,Whole Tires ,WWW.EMANUELTIRE.COM,
Wood,Mayse Woodworking Co.,Montgomery, 319 Richardson Rd, Lansdale,215-822-8307,Pre-1900 Building Wood ,,
