zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population_2014
17247,"PO BOX",0,Quincy,,,PA,"Franklin County",America/New_York,717,NA,US,39.8,-77.58,518
17249,"PO BOX",0,"Rockhill Furnace","Rockhill Furn",,PA,"Huntingdon County",America/New_York,814,NA,US,40.24,-77.9,418
17250,"PO BOX",0,Rouzerville,,,PA,"Franklin County",America/New_York,717,NA,US,39.74,-77.52,358
17251,"PO BOX",0,Roxbury,,,PA,"Franklin County",America/New_York,717,NA,US,40.13,-77.69,268
17252,STANDARD,0,"Saint Thomas",,"St Thomas",PA,"Franklin County",America/New_York,717,NA,US,39.92,-77.8,3610
17253,"PO BOX",0,Saltillo,,,PA,"Huntingdon County",America/New_York,814,NA,US,40.21,-78.01,333
17254,"PO BOX",0,Scotland,,,PA,"Franklin County",America/New_York,717,NA,US,39.97,-77.59,507
17255,STANDARD,0,"Shade Gap",,,PA,"Huntingdon County",America/New_York,814,NA,US,40.18,-77.86,950
17256,"PO BOX",0,"Shady Grove",,,PA,"Franklin County",America/New_York,717,NA,US,39.78,-77.68,263
17257,STANDARD,0,Shippensburg,,"Cleversburg, Lees Cross Rd, Mainsville, Middle Spring, Mongul, Mowersville, Pinola, Stoughstown, Tusculam",PA,"Cumberland County",America/New_York,717,NA,US,40.04,-77.52,22990
17260,STANDARD,0,Shirleysburg,"Mount Union",,PA,"Huntingdon County",America/New_York,814,NA,US,40.29,-77.87,1080
17261,"PO BOX",0,"South Mountain","S Mountain",,PA,"Franklin County",America/New_York,717,NA,US,39.86,-77.51,484
17262,STANDARD,0,"Spring Run",,,PA,"Franklin County",America/New_York,717,NA,US,40.15,-77.71,1060
17263,"PO BOX",0,"State Line",,,PA,"Franklin County",America/New_York,717,NA,US,39.73,-77.72,731
17264,STANDARD,0,"Three Springs",,"Cherry Grove, Pogue, Selea",PA,"Huntingdon County",America/New_York,814,NA,US,40.19,-77.98,2100
17265,STANDARD,0,Upperstrasburg,Upperstrasbrg,"Upper Strasbg",PA,"Franklin County",America/New_York,717,NA,US,40.06,-77.76,430
17266,STANDARD,0,"Walnut Bottom",,"South Newton",PA,"Cumberland County",America/New_York,717,NA,US,40.09,-77.41,550
17267,STANDARD,0,Warfordsburg,,"Amaranth, Buck Valley, Dott, Stoneybreak",PA,"Fulton County",America/New_York,717,NA,US,39.77,-78.2,2530
17268,STANDARD,0,Waynesboro,,"Altenwald, Biesecker Gap, Cress, Eastland Hill, Fiveforks, Fox Hill, Glen Forney, Good, Pen Mar, Pennersville, Polktown, Roadside, Tomstown, Wayne Heights, Weltys",PA,"Franklin County",America/New_York,717,NA,US,39.75,-77.58,26620
17270,"PO BOX",1,Williamson,,,PA,"Franklin County",America/New_York,717,NA,US,39.85,-77.8,161
17271,STANDARD,0,"Willow Hill",,,PA,"Franklin County",America/New_York,717,NA,US,40.11,-77.77,430
17272,"PO BOX",0,Zullinger,,,PA,"Franklin County",America/New_York,717,NA,US,39.77,-77.62,492
17301,STANDARD,0,Abbottstown,,,PA,"Adams County",America/New_York,,NA,US,39.88,-76.98,3930
17302,STANDARD,0,Airville,,"Collinsville, Kyleville, Muddy Creek Forks, Sunnyburn, Woodbine",PA,"York County",America/New_York,717,NA,US,39.82,-76.39,2740
17303,"PO BOX",0,Arendtsville,,,PA,"Adams County",America/New_York,717,NA,US,39.92,-77.3,864
17304,STANDARD,0,Aspers,,"Center Mills",PA,"Adams County",America/New_York,717,NA,US,39.97,-77.23,2880
17306,"PO BOX",0,Bendersville,,,PA,"Adams County",America/New_York,717,NA,US,39.98,-77.25,783
17307,STANDARD,0,Biglerville,,"Beecherstown, Brysonia, Floradale, Guernsey, Table Rock",PA,"Adams County",America/New_York,717,NA,US,39.93,-77.24,5260
17309,STANDARD,0,Brogue,,"Shenks Ferry",PA,"York County",America/New_York,717,NA,US,39.86,-76.45,1940
17310,"PO BOX",0,Cashtown,,,PA,"Adams County",America/New_York,717,NA,US,39.88,-77.34,255
17311,"PO BOX",0,Codorus,,,PA,"York County",America/New_York,717,NA,US,39.82,-76.84,465
17312,"PO BOX",0,Craley,,,PA,"York County",America/New_York,717,NA,US,39.95,-76.54,139
17313,STANDARD,0,Dallastown,Yoe,,PA,"York County",America/New_York,717,NA,US,39.89,-76.64,9860
17314,STANDARD,0,Delta,,"Bryansville, Coal Cabin Beach, Slate Hill, West Bangor",PA,"York County",America/New_York,717,NA,US,39.76,-76.33,5380
17315,STANDARD,0,Dover,York,"Bigmount, Davidsburg, Mount Royal",PA,"York County",America/New_York,717,NA,US,40,-76.84,24390
17316,STANDARD,0,"East Berlin",,,PA,"Adams County",America/New_York,717,NA,US,39.93,-76.97,8040
17317,"PO BOX",0,"East Prospect",,,PA,"York County",America/New_York,717,NA,US,39.97,-76.52,546
17318,"PO BOX",0,Emigsville,,,PA,"York County",America/New_York,717,NA,US,40.02,-76.72,453
17319,STANDARD,0,Etters,,"Goldsboro, Newberrytown, Yocumtown",PA,"York County",America/New_York,717,NA,US,40.15,-76.79,10400
17320,STANDARD,0,Fairfield,Greenstone,"Carroll Valley, Charnita",PA,"Adams County",America/New_York,717,NA,US,39.78,-77.36,7480
17321,STANDARD,0,"Fawn Grove",,Fawn,PA,"York County",America/New_York,717,NA,US,39.75,-76.44,2170
17322,STANDARD,0,Felton,,"Brogueville, Cross Roads, Lucky",PA,"York County",America/New_York,717,NA,US,39.85,-76.56,5690
17323,"PO BOX",0,Franklintown,,,PA,"York County",America/New_York,717,NA,US,40.07,-77.02,341
17324,STANDARD,0,Gardners,,"Goodyear, Hunters Run, Mount Tabor, Pine Grove Furnace, Starners Station, Toland, Uriah",PA,"Cumberland County",America/New_York,,NA,US,40.04,-77.18,4190
17325,STANDARD,0,Gettysburg,,"Bonneauville, Fairplay, Heidlersburg, Hunterstown",PA,"Adams County",America/New_York,717,NA,US,39.83,-77.23,23420
17326,UNIQUE,1,Gettysburg,,"Federal Communications Com",PA,"Adams County",America/New_York,717,NA,US,39.83,-77.23,0
17327,STANDARD,0,"Glen Rock",,"Hametown, Larue",PA,"York County",America/New_York,717,NA,US,39.79,-76.73,7000
17329,STANDARD,0,Glenville,Brodbecks,Sticks,PA,"York County",America/New_York,717,NA,US,39.76,-76.85,2530
17331,STANDARD,0,Hanover,,"Baresville, Bowman Addition, Brushtown, Edgegrove, Fairview Drive, Gitts Run, Gnatstown, Grangeville, Green Springs, Hershey Heights, Hobart, Jacobs Mills, Moulstown, Park Heights, Park Hills, Parkville, Pennville, Pleasant Hill, Shorbes Hill, York Road",PA,"York County",America/New_York,717,NA,US,39.81,-76.98,49650
17332,UNIQUE,0,Hanover,,"Direct Brands",PA,"York County",America/New_York,717,NA,US,39.81,-76.98,0
17333,UNIQUE,0,Hanover,,"Hanover Direct",PA,"York County",America/New_York,717,NA,US,39.81,-76.98,0
17334,UNIQUE,0,Hanover,,"Direct Brands",PA,"York County",America/New_York,717,NA,US,39.8,-76.98,0
17335,UNIQUE,0,Hanover,,"Direct Brands",PA,"York County",America/New_York,717,NA,US,39.8,-76.98,0
17337,"PO BOX",0,Idaville,,,PA,"Adams County",America/New_York,717,NA,US,40.01,-77.2,68
17339,STANDARD,0,Lewisberry,,"Alpine, Fortney, Pinetown, Silver Lake",PA,"York County",America/New_York,717,NA,US,40.13,-76.86,6680
17340,STANDARD,0,Littlestown,,"Kingsdale, White Hall",PA,"Adams County",America/New_York,717,NA,US,39.74,-77.08,10260
17342,"PO BOX",0,Loganville,,,PA,"York County",America/New_York,717,NA,US,39.85,-76.7,379
17343,"PO BOX",0,"Mc Knightstown",Mcknightstown,,PA,"Adams County",America/New_York,717,NA,US,39.87,-77.33,273
17344,STANDARD,0,"Mc Sherrystown",Mcsherrystown,,PA,"Adams County",America/New_York,717,NA,US,39.81,-77.02,3280
17345,STANDARD,0,Manchester,,Strinestown,PA,"York County",America/New_York,717,NA,US,40.06,-76.72,7060
17347,STANDARD,0,"Mount Wolf",,"Saginaw, Starview",PA,"York County",America/New_York,717,NA,US,40.06,-76.7,6170
17349,STANDARD,0,"New Freedom",,Tolna,PA,"York County",America/New_York,717,NA,US,39.73,-76.69,7960
17350,STANDARD,0,"New Oxford",,,PA,"Adams County",America/New_York,717,NA,US,39.86,-77.05,12070
17352,STANDARD,0,"New Park",,"Bridgeton, Gatchellville",PA,"York County",America/New_York,717,NA,US,39.76,-76.5,1200
17353,STANDARD,0,Orrtanna,,,PA,"Adams County",America/New_York,717,NA,US,39.88,-77.38,2840
17354,STANDARD,0,"Porters Sideling","Ports Sidling, Spring Grove",,PA,"York County",America/New_York,717,NA,US,39.85,-76.88,0
17355,"PO BOX",0,Railroad,,,PA,"York County",America/New_York,717,NA,US,39.76,-76.69,239
17356,STANDARD,0,"Red Lion",,"Freysville, New Bridgeville, Pleasant View, Snyder Corner, Springvale",PA,"York County",America/New_York,717,NA,US,39.89,-76.6,21290
17358,"PO BOX",0,Rossville,,,PA,"York County",America/New_York,717,NA,US,40.07,-76.92,20
17360,STANDARD,0,"Seven Valleys",,,PA,"York County",America/New_York,717,NA,US,39.85,-76.76,5600
17361,STANDARD,0,Shrewsbury,,,PA,"York County",America/New_York,717,NA,US,39.77,-76.68,5620
17362,STANDARD,0,"Spring Grove","Menges Mills","Nashville, Sinsheim, Stoverstown",PA,"York County",America/New_York,717,NA,US,39.88,-76.86,13020
17363,STANDARD,0,Stewartstown,,Rinely,PA,"York County",America/New_York,717,NA,US,39.75,-76.59,8960
17364,STANDARD,0,Thomasville,,,PA,"York County",America/New_York,717,NA,US,39.92,-76.87,3620
17365,STANDARD,0,Wellsville,,,PA,"York County",America/New_York,717,NA,US,40.05,-76.94,2430
17366,STANDARD,0,Windsor,,Bittersville,PA,"York County",America/New_York,717,NA,US,39.91,-76.58,5100
17368,STANDARD,0,Wrightsville,,Longlevel,PA,"York County",America/New_York,717,NA,US,40.02,-76.53,6900
17370,STANDARD,0,"York Haven",,Cly,PA,"York County",America/New_York,717,NA,US,40.11,-76.71,5740
17371,"PO BOX",0,"York New Salem","York Nw Salem",,PA,"York County",America/New_York,717,NA,US,39.9,-76.79,375
17372,STANDARD,0,"York Springs",,,PA,"Adams County",America/New_York,717,NA,US,40,-77.11,4270
17375,STANDARD,0,"Peach Glen",,,PA,"Adams County",America/New_York,717,NA,US,40.02,-77.23,0
17401,STANDARD,0,York,,,PA,"York County",America/New_York,717,NA,US,39.96,-76.73,14680
17402,STANDARD,0,York,"East York","Fayfield, Glades, Locust Grove, Longstown, Mount Zion, Pleasureville, Spry, Stonybrook, Yorklyn, Yorkshire",PA,"York County",America/New_York,717,NA,US,39.96,-76.66,31450
17403,STANDARD,0,York,,"Botts, Leaders Heights, Ore Valley, Windsor Park, Wyndham Hills",PA,"York County",America/New_York,717,NA,US,39.92,-76.71,33030
17404,STANDARD,0,York,"West York",Shiloh,PA,"York County",America/New_York,717,NA,US,40,-76.77,34300
17405,"PO BOX",0,York,,,PA,"York County",America/New_York,717,NA,US,39.96,-76.73,608
17406,STANDARD,0,York,"Hallam, Hellam, Yorkana","Accomac, Highmount, Kreutz Creek",PA,"York County",America/New_York,717,NA,US,40.01,-76.64,21990
17407,STANDARD,0,York,Jacobus,,PA,"York County",America/New_York,717,NA,US,39.88,-76.71,2220
17408,STANDARD,0,York,"New Salem Borough, New Salem Bro, W Manchester, West Manchester Twp",,PA,"York County",America/New_York,717,NA,US,39.95,-76.81,21990
17415,UNIQUE,0,York,,"North American Outdoor Group",PA,"York County",America/New_York,717,NA,US,39.96,-76.73,0
17501,STANDARD,0,Akron,,,PA,"Lancaster County",America/New_York,717,NA,US,40.16,-76.2,4270
17502,STANDARD,0,Bainbridge,,"Conoy, Falmouth, Stack Town",PA,"Lancaster County",America/New_York,717,NA,US,40.09,-76.67,2600
17503,"PO BOX",0,Bart,,,PA,"Lancaster County",America/New_York,717,NA,US,39.92,-76.07,173
17504,"PO BOX",0,Bausman,,,PA,"Lancaster County",America/New_York,717,NA,US,40,-76.32,261
17505,STANDARD,0,"Bird In Hand",,,PA,"Lancaster County",America/New_York,717,NA,US,40.05,-76.18,1940
17506,"PO BOX",0,"Blue Ball",,,PA,"Lancaster County",America/New_York,717,NA,US,40.12,-76.03,551
17507,"PO BOX",0,Bowmansville,,,PA,"Lancaster County",America/New_York,717,NA,US,40.2,-76.02,544
17508,"PO BOX",0,Brownstown,,,PA,"Lancaster County",America/New_York,717,NA,US,40.12,-76.22,1090
17509,STANDARD,0,Christiana,Ninepoints,"Andrews Bridge, Bartville, Cooperville, Smyrna",PA,"Lancaster County",America/New_York,717,NA,US,39.91,-76.04,4600
17512,STANDARD,0,Columbia,,"Ironville, Kinderhook",PA,"Lancaster County",America/New_York,717,NA,US,40.03,-76.49,15990
17516,STANDARD,0,Conestoga,,"Creswell, Highville, Safe Harbor",PA,"Lancaster County",America/New_York,717,NA,US,39.93,-76.36,4360
17517,STANDARD,0,Denver,,Fivepointville,PA,"Lancaster County",America/New_York,717,NA,US,40.23,-76.13,15010
17518,STANDARD,0,Drumore,,"Liberty Square",PA,"Lancaster County",America/New_York,717,NA,US,39.83,-76.25,1230
17519,STANDARD,0,"East Earl",,"Cedar Lane, Weaverland",PA,"Lancaster County",America/New_York,717,NA,US,40.14,-76.02,6190
17520,STANDARD,0,"East Petersburg","E Petersburg",,PA,"Lancaster County",America/New_York,717,NA,US,40.1,-76.35,4620
17521,"PO BOX",0,Elm,,,PA,"Lancaster County",America/New_York,717,NA,US,40.16,-76.42,78
17522,STANDARD,0,Ephrata,,"Clay, Durlach, Farmersville, Hahnstown, Hinkletown, Murrell, Napierville, Voganville, Weidmanville",PA,"Lancaster County",America/New_York,717,NA,US,40.18,-76.18,30890
17527,STANDARD,0,Gap,,"White Horse",PA,"Lancaster County",America/New_York,717,NA,US,40.01,-75.99,6340
17528,"PO BOX",0,Goodville,,,PA,"Lancaster County",America/New_York,717,NA,US,39.89,-76.32,222
17529,STANDARD,0,Gordonville,,,PA,"Lancaster County",America/New_York,717,NA,US,40.04,-76.1,3940
17532,STANDARD,0,Holtwood,,"Bethesda, Rawlinsville",PA,"Lancaster County",America/New_York,717,NA,US,39.82,-76.33,3300
17533,"PO BOX",0,Hopeland,,,PA,"Lancaster County",America/New_York,717,NA,US,40.2,-76.2,128
17534,"PO BOX",0,Intercourse,,,PA,"Lancaster County",America/New_York,717,NA,US,40.06,-76.14,330
17535,STANDARD,0,Kinzers,,"Buyerstown, New Milltown",PA,"Lancaster County",America/New_York,717,NA,US,39.98,-76.02,2610
17536,STANDARD,0,Kirkwood,,Colerain,PA,"Lancaster County",America/New_York,717,NA,US,39.82,-76.09,2880
17537,"PO BOX",0,Lampeter,,,PA,"Lancaster County",America/New_York,717,NA,US,40.01,-76.24,236
17538,STANDARD,0,Landisville,Salunga,Bamford,PA,"Lancaster County",America/New_York,717,NA,US,40.09,-76.41,6160
17540,STANDARD,0,Leola,,"Bareville, Leacock, Oregon, Rockrimmin Ridge",PA,"Lancaster County",America/New_York,717,NA,US,40.09,-76.18,9920
17543,STANDARD,0,Lititz,Brunnerville,"Brickerville, Fairland, Halfville, Kissel Hill, Lexington, Lime Rock, Millway, Poplar Grove, Rothsville, Speedwell",PA,"Lancaster County",America/New_York,717,NA,US,40.15,-76.3,41370
17545,STANDARD,0,Manheim,,"Elstonville, Elwyn Terrace, Lancaster Junction, Mastersonville, Mount Hope, Old Line, Sporting Hill",PA,"Lancaster County",America/New_York,717,NA,US,40.16,-76.39,20770
17547,STANDARD,0,Marietta,,"Shocks Mills",PA,"Lancaster County",America/New_York,717,NA,US,40.05,-76.55,7200
17549,"PO BOX",0,Martindale,,,PA,"Lancaster County",America/New_York,717,NA,US,40.17,-76.17,29
17550,"PO BOX",0,Maytown,,,PA,"Lancaster County",America/New_York,717,NA,US,40.08,-76.58,1132
17551,STANDARD,0,Millersville,,Slackwater,PA,"Lancaster County",America/New_York,717,NA,US,40,-76.35,7220
17552,STANDARD,0,"Mount Joy",Florin,"Donegal Heights, Donegal Springs, Farmdale, Milton Grove",PA,"Lancaster County",America/New_York,717,NA,US,40.11,-76.5,18760
17554,STANDARD,0,Mountville,,,PA,"Lancaster County",America/New_York,717,NA,US,40.04,-76.43,7160
17555,STANDARD,0,Narvon,,"Beartown, Churchtown, Fetterville, South Hermitage",PA,"Lancaster County",America/New_York,717,NA,US,40.12,-75.97,7060
17557,STANDARD,0,"New Holland",,"Greenbank, Groffdale, Laurelville",PA,"Lancaster County",America/New_York,717,NA,US,40.1,-76.09,13600
17560,STANDARD,0,"New Providence","New Providnce","Providence, Smithville",PA,"Lancaster County",America/New_York,717,NA,US,39.9,-76.23,4670
17562,STANDARD,0,Paradise,,"Bellemont, Harristown, Iva, Lapark, Leaman Place, Nickel Mines, Vintage",PA,"Lancaster County",America/New_York,717,NA,US,40,-76.12,4290
17563,STANDARD,0,"Peach Bottom",,"Eldora, Fulton, Furniss, Mcsparren, New Texas, Oakryn, Penn Hill, Wrightsdale",PA,"Lancaster County",America/New_York,717,NA,US,39.76,-76.18,3710
17564,"PO BOX",0,Penryn,,,PA,"Lancaster County",America/New_York,717,NA,US,40.16,-76.42,70
17565,STANDARD,0,Pequea,,"Colemanville, Martic, Martic Forge, Marticville, Mount Nebo",PA,"Lancaster County",America/New_York,717,NA,US,39.9,-76.31,2430
17566,STANDARD,0,Quarryville,,"Buck, Mechanics Grove",PA,"Lancaster County",America/New_York,717,NA,US,39.89,-76.16,11770
17567,"PO BOX",0,Reamstown,,,PA,"Lancaster County",America/New_York,717,NA,US,40.21,-76.11,623
17568,"PO BOX",0,Refton,,,PA,"Lancaster County",America/New_York,717,NA,US,40.01,-76.24,139
17569,STANDARD,0,Reinholds,,"Blainsport, Swartzville, Vere Cruz, Vinemont",PA,"Lancaster County",America/New_York,717,NA,US,40.27,-76.11,5690
17570,"PO BOX",0,Rheems,,,PA,"Lancaster County",America/New_York,717,NA,US,40.13,-76.57,262
17572,STANDARD,0,Ronks,Soudersburg,Mascot,PA,"Lancaster County",America/New_York,717,NA,US,40.01,-76.16,3660
17573,UNIQUE,0,Lancaster,,"Jay Advertising",PA,"Lancaster County",America/New_York,717,NA,US,40.01,-76.16,0
17575,"PO BOX",0,"Silver Spring",,"Forest Knolls",PA,"Lancaster County",America/New_York,717,NA,US,40.06,-76.43,147
17576,STANDARD,0,Smoketown,,,PA,"Lancaster County",America/New_York,717,NA,US,40.04,-76.2,280
17578,STANDARD,0,Stevens,,"Redrun, Schoeneck",PA,"Lancaster County",America/New_York,717,NA,US,40.23,-76.18,6220
17579,STANDARD,0,Strasburg,,"Edisonville, Hessdale",PA,"Lancaster County",America/New_York,717,NA,US,39.98,-76.18,6270
17580,"PO BOX",0,Talmage,,,PA,"Lancaster County",America/New_York,717,NA,US,40.12,-76.18,227
17581,STANDARD,0,"Terre Hill",,,PA,"Lancaster County",America/New_York,717,NA,US,40.16,-76.05,1210
17582,STANDARD,0,"Washington Boro","Wash Boro","Central Manor, Letort",PA,"Lancaster County",America/New_York,717,NA,US,39.98,-76.43,1940
17583,"PO BOX",0,"West Willow",,,PA,"Lancaster County",America/New_York,717,NA,US,39.89,-76.32,66
17584,STANDARD,0,"Willow Street",,"Baumgardner, Herrville, Lime Valley, Willow",PA,"Lancaster County",America/New_York,717,NA,US,39.98,-76.27,8660
17585,"PO BOX",0,Witmer,,,PA,"Lancaster County",America/New_York,717,NA,US,40.01,-76.24,70
17601,STANDARD,0,Lancaster,Neffsville,"Eden, Fruitville, Oyster Point, Roseville",PA,"Lancaster County",America/New_York,717,NA,US,40.07,-76.31,49670
17602,STANDARD,0,Lancaster,,"Fertility, Lyndon, Meadia Heights, Willow View Heights, Zooks Corner",PA,"Lancaster County",America/New_York,717,NA,US,40.04,-76.3,45970
17603,STANDARD,0,Lancaster,Rohrerstown,"Leaf Park, Manor Ridge, New Danville, Roherstown, West Lancaster",PA,"Lancaster County",America/New_York,717,NA,US,40.03,-76.33,57870
17604,"PO BOX",0,Lancaster,,,PA,"Lancaster County",America/New_York,717,NA,US,40.04,-76.3,958
17605,"PO BOX",0,Lancaster,"E Lancaster, East Lancaster",,PA,"Lancaster County",America/New_York,717,NA,US,40.04,-76.3,177
17606,"PO BOX",0,Lancaster,,,PA,"Lancaster County",America/New_York,717,NA,US,40.11,-76.3,571
17607,"PO BOX",0,Lancaster,,,PA,"Lancaster County",America/New_York,717,NA,US,40.04,-76.3,87
17608,"PO BOX",0,Lancaster,,,PA,"Lancaster County",America/New_York,717,NA,US,40.04,-76.3,901
17611,STANDARD,0,Lancaster,,,PA,"Lancaster County",America/New_York,717,NA,US,40.01,-76.37,0
17622,UNIQUE,0,Lancaster,,"Qvc Network Inc",PA,"Lancaster County",America/New_York,717,NA,US,40.04,-76.31,0
17699,UNIQUE,0,Lancaster,,"Qvc Network Inc",PA,"Lancaster County",America/New_York,717,NA,US,40.04,-76.3,0
17701,STANDARD,0,Williamsport,,"Barbours, Center City, Faxon, Grampian Hls, Grimesville, Heshbon Park, Loyalsock, Newberry, Old Lycoming, Plunketts Crk, Proctor, Towncrest Vlg, Vallamont Hls, Warrensville",PA,"Lycoming County",America/New_York,570,NA,US,41.23,-77.03,34720
17702,STANDARD,0,Williamsport,"Armstrong, Bastress, Collomsville, Duboistown, Nisbet, S Williamspor, S Williamsport, S Williamsprt, South Williamsport, Sylvan Dell",Oval,PA,"Lycoming County",America/New_York,570,NA,US,41.18,-77.08,9770
17703,"PO BOX",0,Williamsport,,,PA,"Lycoming County",America/New_York,570,NA,US,41.23,-77.03,191
17705,UNIQUE,0,Williamsport,,"Bro Dart",PA,"Lycoming County",America/New_York,570,NA,US,41.23,-77.03,0
17720,"PO BOX",0,"Antes Fort",,,PA,"Lycoming County",America/New_York,570,NA,US,41.23,-77.04,316
17721,"PO BOX",0,Avis,,,PA,"Clinton County",America/New_York,570,NA,US,41.18,-77.32,1845
17723,STANDARD,0,Cammal,"Jersey Shore","Ross Siding",PA,"Lycoming County",America/New_York,570,NA,US,41.44,-77.47,26
17724,STANDARD,0,Canton,Leroy,"Beech Flats, Cedar Ledge, East Canton, Gleason, Union Center, Ward, West Leroy",PA,"Bradford County",America/New_York,570,NA,US,41.65,-76.85,4360
17726,"PO BOX",0,Castanea,,,PA,"Clinton County",America/New_York,570,NA,US,41.12,-77.42,156
17727,STANDARD,0,"Cedar Run","Jersey Shore",Leetonia,PA,"Lycoming County",America/New_York,570,NA,US,41.52,-77.45,22
17728,STANDARD,0,"Cogan Station",,"Balls Mills, Fairlawn, Haleeka, Hepburn, Hepburn Hts, Hepburnville, Lycoming, Perryville, Powys, Quiggleville",PA,"Lycoming County",America/New_York,570,NA,US,41.31,-77.03,4710
17729,STANDARD,0,"Cross Fork",,,PA,"Clinton County",America/New_York,814,NA,US,41.51,-77.74,96
17730,"PO BOX",0,Dewart,,,PA,"Northumberland County",America/New_York,570,NA,US,41.11,-76.88,272
17731,"PO BOX",0,"Eagles Mere",,,PA,"Sullivan County",America/New_York,570,NA,US,41.4,-76.58,301
17735,"PO BOX",0,Grover,,,PA,"Bradford County",America/New_York,570,NA,US,41.61,-76.86,56
17737,STANDARD,0,Hughesville,,"Bryan Mills, Glen Mawr, Tivoli",PA,"Lycoming County",America/New_York,570,NA,US,41.23,-76.72,5990
17738,STANDARD,1,"North Bend","Hyner, N Bend",,PA,"Clinton County",America/New_York,570,NA,US,41.33,-77.64,107
17739,"PO BOX",0,"Jersey Mills",,"Okome, Pine Creek",PA,"Lycoming County",America/New_York,570,NA,US,41.4,-77.4,14
17740,STANDARD,0,"Jersey Shore",Salladasburg,"Crawford, Larrys Creek, Larryville, Oriole, Piatt, Ramsey, Rauchtown, Tomb",PA,"Lycoming County",America/New_York,570,NA,US,41.2,-77.26,11880
17742,STANDARD,0,Lairdsville,,,PA,"Lycoming County",America/New_York,570,NA,US,41.24,-76.6,96
17744,STANDARD,0,Linden,,"Level Corner, Pine Run",PA,"Lycoming County",America/New_York,570,NA,US,41.24,-77.15,2680
17745,STANDARD,0,"Lock Haven","Farrandsville, Flemington","Caldwell, Crestmont, Dunnstown, Haneyville, Sagamore Hill, Sunset Pines, Swissdale",PA,"Clinton County",America/New_York,570,NA,US,41.13,-77.45,13190
17747,STANDARD,0,Loganton,Tylersville,"Booneville, Eastville, Greenburr, Logan Mills, Rosecrans",PA,"Clinton County",America/New_York,570,NA,US,41.03,-77.3,3040
17748,"PO BOX",0,"Mc Elhattan",,"Mcelhattan, Youngdale",PA,"Clinton County",America/New_York,570,NA,US,41.15,-77.35,686
17749,"PO BOX",0,"Mc Ewensville",,Mcewensville,PA,"Northumberland County",America/New_York,570,NA,US,41.07,-76.82,323
17750,"PO BOX",0,Mackeyville,,,PA,"Clinton County",America/New_York,570,NA,US,41.06,-77.48,139
17751,STANDARD,0,"Mill Hall",,"Bald Eagle, Cedar Springs, Clintondale, Parvin, Rote",PA,"Clinton County",America/New_York,570,NA,US,41.1,-77.49,6670
17752,STANDARD,0,Montgomery,,Brady,PA,"Lycoming County",America/New_York,570,NA,US,41.17,-76.87,4540
17754,STANDARD,0,Montoursville,,"Bella Vista, Farragut, Loyalsockvle, Lyc Co Airprt, Upper Fairfld",PA,"Lycoming County",America/New_York,570,NA,US,41.24,-76.92,11730
17756,STANDARD,0,Muncy,Pennsdale,"Clarkstown, East Muncy, Halls, Huntersville, Moreland, Muncy Creek, Opp, Seagers",PA,"Lycoming County",America/New_York,570,NA,US,41.2,-76.78,10470
17758,STANDARD,0,"Muncy Valley",Sonestown,"Beaver Lake, Beech Glen, Davidson, Hemlock Grove, N Mountain, Nordmont, Strawbridge",PA,"Sullivan County",America/New_York,570,NA,US,41.35,-76.6,880
17760,"PO BOX",0,"North Bend",,Gleasonton,PA,"Clinton County",America/New_York,570,NA,US,41.37,-77.7,490
17762,"PO BOX",0,"Picture Rocks",,,PA,"Lycoming County",America/New_York,570,NA,US,41.28,-76.7,625
17763,"PO BOX",0,Ralston,,,PA,"Lycoming County",America/New_York,570,NA,US,41.51,-76.98,282
17764,STANDARD,0,Renovo,,"Drocton, Drury Run, East Renovo, Farwell, Hammersley Fk, Leidy, Noyes, Shintown, South Renovo, West Renovo",PA,"Clinton County",America/New_York,570,NA,US,41.32,-77.74,1780
17765,STANDARD,0,"Roaring Branch","Roaring Brnch","Eastpoint, Leolyn, Mcnett, Ogdensburg",PA,"Tioga County",America/New_York,570,NA,US,41.55,-76.89,1050
17767,"PO BOX",0,Salona,,"Mill Hall",PA,"Clinton County",America/New_York,570,NA,US,41.08,-77.46,108
17768,STANDARD,0,Shunk,,"Fox, Wheelerville",PA,"Sullivan County",America/New_York,570,NA,US,41.56,-76.76,260
17769,"PO BOX",0,"Slate Run",,,PA,"Lycoming County",America/New_York,570,NA,US,41.47,-77.49,46
17771,STANDARD,0,"Trout Run",,"Buttonwood, Calvert, Cascade, Cogan House, Fields Sta, Gamble, Kelleysburg, Marsh Hill, Pleasant Strm, Wallis Run, White Pine",PA,"Lycoming County",America/New_York,570,NA,US,41.39,-77.08,2950
17772,STANDARD,0,Turbotville,,"Anthony, Comly, Schuyler",PA,"Northumberland County",America/New_York,570,NA,US,41.1,-76.76,2380
17773,"PO BOX",1,Tylersville,,,PA,"Clinton County",America/New_York,570,NA,US,40.99,-77.42,21
17774,STANDARD,0,Unityville,,"Biggertown, Lungerville, Richards Grv",PA,"Lycoming County",America/New_York,570,NA,US,41.24,-76.52,1040
17776,STANDARD,0,Waterville,,"Carsontown, Cummings, English Ctr, Pine Village",PA,"Lycoming County",America/New_York,570,NA,US,41.32,-77.35,250
17777,STANDARD,0,Watsontown,,"Delaware Run, Goosetown, Watsonville",PA,"Northumberland County",America/New_York,570,NA,US,41.08,-76.86,6390
